ID,Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B
27343,POLL,-0.700659757,6.452174844,-2.121724437,0.03621171,0.111514738,-4.435627216
55833,UBAP2,0.402163316,11.68699937,2.121607719,0.036221752,0.111529965,-4.435862598
53841,CDHR5,-0.54602257,4.09567805,-2.121439063,0.036236266,0.1115528,-4.436202697
10644,IGF2BP2,-1.194207818,9.764912087,-2.12140307,0.036239365,0.1115528,-4.436275276
101928833,LOC101928833,0.894855625,4.368038727,2.12114306,0.036261753,0.111591923,-4.436799539
5251,PHEX,0.751119767,6.962893855,2.121136998,0.036262275,0.111591923,-4.436811759
199964,TMEM61,-0.935308966,5.472595338,-2.120757874,0.036294941,0.111666612,-4.437576085
10227,MFSD10,-0.438874616,9.354364181,-2.120736856,0.036296752,0.111666612,-4.437618455
10783,NEK6,0.363399548,9.210748503,2.120308343,0.036333706,0.111764585,-4.438482193
51308,REEP2,0.543215818,4.947592011,2.120115963,0.036350307,0.111794264,-4.438869914
84068,SLC10A7,-0.381222912,9.295940993,-2.120078118,0.036353574,0.111794264,-4.438946182
10127 /// 91151 /// 283876,,-0.700664136,6.799431978,-2.119979656,0.036362073,0.111804688,-4.439144605
9184,BUB3,-0.315551469,12.92670315,-2.119224928,0.036427282,0.111989452,-4.440665277
79778,MICALL2,-0.598500086,9.093949809,-2.11892629,0.036453112,0.112053118,-4.441266853
23142,DCUN1D4,-0.344328393,10.88998847,-2.118798836,0.036464141,0.112058485,-4.441523572
119395,CALHM3,0.820514216,4.45616295,2.11878774,0.036465101,0.112058485,-4.441545921
85414,SLC45A3,0.483671011,7.682316805,2.118339074,0.036503949,0.112162112,-4.442449515
9064,MAP3K6,0.528642185,8.215443504,2.117864197,0.036545105,0.112249193,-4.443405704
84073,MYCBPAP,-0.933596185,6.535976494,-2.117859195,0.036545538,0.112249193,-4.443415776
101929027,LINC02387,0.751689079,5.494280785,2.117834488,0.036547681,0.112249193,-4.443465518
10077,TSPAN32,-0.499165033,7.58760777,-2.117697574,0.036559555,0.112269903,-4.443741162
139596,UPRT,0.427632569,9.215610915,2.117560012,0.036571488,0.112275471,-4.444018093
54995,OXSM,-0.317931049,10.31683594,-2.117501661,0.036576551,0.112275471,-4.444135557
51314,NME8,-1.217491352,4.012244628,-2.117499233,0.036576762,0.112275471,-4.444140445
54902,TTC19,0.470659449,11.56122962,2.11695374,0.036624123,0.112404798,-4.445238407
26123,TCTN3,-0.251166718,10.55985,-2.116895661,0.036629169,0.112404798,-4.445355294
84626,KRBA1,-0.491850404,8.515590933,-2.116231353,0.036686924,0.112566245,-4.446692021
9871,SEC24D,-0.410649134,9.373718669,-2.11556721,0.036744743,0.112727843,-4.448028032
100862704,RB1-DT,-0.638801942,6.216720218,-2.115262406,0.036771305,0.112784,-4.448641059
8659,ALDH4A1,0.672845792,6.48463286,2.115180756,0.036778423,0.112784,-4.448805259
79915,ATAD5,0.60929086,8.229673771,2.115179741,0.036778512,0.112784,-4.4488073
5303,PIN4,0.326312079,13.21596911,2.11497417,0.036796439,0.112823162,-4.449220687
338811,TAFA2,-0.832076349,6.733298943,-2.114638212,0.036825752,0.112897221,-4.44989619
10344,CCL26,0.634716698,4.474421935,2.114341926,0.036851621,0.1129607,-4.450491847
11165,NUDT3,-0.343941044,11.13762568,-2.114246933,0.036859919,0.112970306,-4.450682804
161514,TBC1D21,0.810361281,5.425473745,2.11367003,0.036910343,0.113109006,-4.451842345
6565,SLC15A2,-0.620358451,9.028062595,-2.113273179,0.036945064,0.113186626,-4.452639822
26222,,0.695119115,3.51623803,2.113190185,0.036952329,0.113186626,-4.452806584
1173,AP2M1,0.627386833,11.10107384,2.113177314,0.036953456,0.113186626,-4.452832445
6443,SGCB,0.611657785,11.48618915,2.113144092,0.036956365,0.113186626,-4.452899195
149466,C1orf210,0.829365202,7.397413993,2.112938844,0.036974338,0.11320765,-4.453311567
4284,MIP,-0.741388423,5.509479966,-2.112909027,0.03697695,0.11320765,-4.453371472
30827,CXXC1,-0.359622606,11.67025592,-2.11287692,0.036979762,0.11320765,-4.453435975
1509,CTSD,0.644581522,8.664844713,2.112771275,0.036989018,0.11320765,-4.453648211
23510,KCTD2,-0.325272875,8.729545604,-2.11273228,0.036992434,0.11320765,-4.453726547
43849,KLK12,0.53788058,7.634065523,2.112711296,0.036994273,0.11320765,-4.453768702
91319,DERL3,0.390793521,8.132737187,2.112552352,0.037008204,0.113234442,-4.454087986
9469,CHST3,0.533834171,9.013371917,2.112313148,0.037029177,0.11324639,-4.454568453
650,BMP2,-0.94403796,8.202548774,-2.112254086,0.037034357,0.11324639,-4.454687078
64981,MRPL34,0.436808683,8.172583924,2.112200965,0.037039016,0.11324639,-4.454793769
57508,INTS2,-0.346491514,9.925617188,-2.11212107,0.037046025,0.11324639,-4.454954227
51023,MRPS18C,0.481721393,9.715580962,2.112091803,0.037048593,0.11324639,-4.455013006
100506331,,-0.860477119,4.34918392,-2.112034951,0.037053581,0.11324639,-4.45512718
7781,SLC30A3,0.770750415,5.07323594,2.111997163,0.037056898,0.11324639,-4.455203068
5366,PMAIP1,0.747710537,9.784358654,2.111981449,0.037058277,0.11324639,-4.455234625
9632,SEC24C,0.429254851,10.73212705,2.111976732,0.037058691,0.11324639,-4.455244099
51422,PRKAG2,0.441509295,9.096145,2.11168006,0.037084734,0.113310151,-4.455839839
644165,BCRP3,0.727702147,5.167896865,2.111417994,0.037107754,0.113364654,-4.456366026
7052,TGM2,-0.639058998,9.628114699,-2.111043473,0.037140672,0.113449379,-4.457117901
3007,H1-3,0.800576411,6.155273462,2.1109473,0.037149129,0.113459372,-4.457310953
10944,C11orf58,-0.399998437,12.34128928,-2.110790879,0.037162888,0.113485553,-4.457624929
286437,LOC286437,-0.620403835,9.649487894,-2.110627396,0.037177272,0.11348912,-4.457953058
55779,CFAP44,-0.674250613,9.879844224,-2.11062117,0.03717782,0.11348912,-4.457965555
387263,C6orf120,-0.411303457,9.903970803,-2.110600759,0.037179617,0.11348912,-4.45800652
4124,MAN2A1,-0.453327023,11.95267271,-2.110380931,0.037198968,0.113521938,-4.458447695
56970,ATXN7L3,0.388172671,9.039297294,2.110360746,0.037200745,0.113521938,-4.458488203
646626,LOC646626,-0.989295251,5.740989687,-2.110220403,0.037213104,0.113543817,-4.458769835
9852,EPM2AIP1,-1.060829011,11.34041761,-2.110099583,0.037223747,0.113560454,-4.459012277
54522,ANKRD16,0.346385989,7.96198565,2.109989196,0.037233473,0.11357429,-4.459233771
729220,FLJ45513,-0.48848844,8.136377501,-2.109274957,0.037296456,0.113745422,-4.460666654
256021,LINC01619,0.899252273,3.74727134,2.109235103,0.037299973,0.113745422,-4.460746594
101927603,LOC101927603,-0.646256004,6.116249632,-2.108967619,0.037323586,0.113801568,-4.461283089
56130,PCDHB6,-0.722660811,7.052996195,-2.108897386,0.037329788,0.11380462,-4.461423944
7993,UBXN8,-0.413725753,8.427577923,-2.10844031,0.037370173,0.113911868,-4.462340534
4998,ORC1,0.807355456,5.768029961,2.108048008,0.037404865,0.113996619,-4.463127082
9275,BCL7B,0.34390548,8.722693096,2.108008091,0.037408397,0.113996619,-4.463207106
1675,CFD,-1.258328623,7.064846824,-2.10752387,0.03745126,0.114111344,-4.464177746
10058,ABCB6,0.57580498,8.823866534,2.106816332,0.037513966,0.114286492,-4.465595667
152518,NFXL1,0.457006564,11.19606145,2.10670132,0.037524168,0.114301656,-4.465826111
4320,MMP11,-0.780650775,9.316729621,-2.106496785,0.037542316,0.114341019,-4.466235903
23597,ACOT9,0.4186447,10.22356475,2.106315318,0.037558424,0.114374158,-4.466599445
5106,PCK2,0.383323094,9.422939003,2.105907599,0.037594637,0.114468503,-4.467416145
4199,ME1,0.939332767,8.205174097,2.105685258,0.037614398,0.114512735,-4.467861454
222642,TSPO2,0.613947218,4.274277292,2.105597008,0.037622244,0.114520686,-4.468038192
84545,MRPL43,-0.367120409,10.43784123,-2.105241311,0.037653881,0.114601044,-4.468750471
118430,MUCL1,1.795319815,7.441720211,2.105086171,0.037667687,0.114627118,-4.469061105
7957,EPM2A,-0.320695704,8.40496442,-2.104585495,0.037712272,0.114746836,-4.470063449
116447,TOP1MT,0.478824003,8.891103653,2.10417983,0.037748429,0.114819499,-4.470875424
55014,STX17,0.347542662,10.58807195,2.104127821,0.037753067,0.114819499,-4.470979513
23306,NEMP1,-0.399119207,9.677829809,-2.104083488,0.037757021,0.114819499,-4.471068239
10174,SORBS3,-0.541526741,8.405314869,-2.104082115,0.037757143,0.114819499,-4.471070988
9891,NUAK1,0.562020809,9.833656964,2.103485522,0.037810384,0.114965424,-4.472264808
93556,EGFEM1P,1.001814579,3.503362478,2.103193518,0.037836466,0.115028744,-4.472849013
29901,SAC3D1,0.46791377,10.28800952,2.103108255,0.037844085,0.115035923,-4.473019583
1803,DPP4,0.831324987,8.596462996,2.102326055,0.037914041,0.115232562,-4.474584088
6503,SLA,0.577094256,8.593676323,2.101828518,0.037958596,0.115351955,-4.475578951
101927720,ZNF793-AS1,-0.631915505,7.458883347,-2.101690683,0.037970947,0.115373466,-4.475854523
728024,LOC728024,-0.619274134,6.846018027,-2.10128223,0.038007569,0.115468704,-4.476671046
222166,MTURN,-0.526854022,8.478659524,-2.10115345,0.038019122,0.115487766,-4.476928455
10135,NAMPT,0.553600998,11.06597473,2.101024264,0.038030714,0.115506943,-4.477186661
2532,ACKR1,-1.020224498,6.288809179,-2.100951958,0.038037203,0.115510618,-4.477331174
100506433,LINC00648,1.43897697,4.305384065,2.100436894,0.038083458,0.115635035,-4.478360459
4324,MMP15,0.88738504,6.736030648,2.100331782,0.038092903,0.115647666,-4.478570485
5522,PPP2R2C,-1.092444616,9.426696185,-2.10026896,0.03809855,0.115648761,-4.478696004
164832,LONRF2,-0.794844412,9.734614075,-2.100124793,0.03811151,0.115657919,-4.47898404
285150,FLJ33534,0.675485727,5.674505684,2.100117795,0.038112139,0.115657919,-4.47899802
23705,CADM1,-0.709030338,12.04491805,-2.099971047,0.038125335,0.11566741,-4.479291195
24,ABCA4,0.755485233,5.903685162,2.099965439,0.038125839,0.11566741,-4.479302397
23139,MAST2,-0.387983641,9.378288523,-2.099849006,0.038136312,0.115683143,-4.479534994
3171,FOXA3,-1.077829,5.934181865,-2.099522937,0.038165654,0.115727757,-4.480186311
266655,BRD3OS,-0.508939195,8.829363551,-2.099491779,0.038168459,0.115727757,-4.480248544
100288860,,-0.681818,6.476788572,-2.099478405,0.038169663,0.115727757,-4.480275258
266919,LINC00307,-0.838312983,4.791475264,-2.099450491,0.038172176,0.115727757,-4.48033101
100505738 /// 100616142,,-0.90452207,7.993196429,-2.098685519,0.038241102,0.115920658,-4.481858619
26799 /// 387066 /// 692088,,-0.571708012,13.66727951,-2.098336301,0.038272603,0.115993893,-4.482555818
100288675,,-0.753149811,6.719973706,-2.098300156,0.038275864,0.115993893,-4.482627974
5576,PRKAR2A,0.27501769,11.87977824,2.098076087,0.038296089,0.116031197,-4.483075256
101929116,LOC101929116,0.609269083,5.865607745,2.098046287,0.03829878,0.116031197,-4.483134738
9722,NOS1AP,0.473941991,7.550210155,2.097787093,0.038322188,0.116086042,-4.483652075
257177,CFAP126,1.617459843,8.311553561,2.097674604,0.038332352,0.116100755,-4.483876579
813,CALU,0.471272546,10.24748786,2.097269891,0.038368935,0.116195475,-4.484684205
7518,XRCC4,0.385312481,7.494208732,2.096986892,0.038394535,0.116256908,-4.485248859
80173,IFT74,-0.481673715,9.978352016,-2.096792603,0.038412118,0.116278844,-4.485636474
151050,KANSL1L,-0.545770524,9.817560896,-2.096789403,0.038412408,0.116278844,-4.485642859
18,ABAT,-0.734501665,10.20796756,-2.095419345,0.038536598,0.116627035,-4.488375245
148137,PROSER3,0.440915105,8.253177267,2.095402884,0.038538092,0.116627035,-4.488408064
4319,MMP10,1.13154597,7.407572324,2.094934488,0.038580631,0.116739623,-4.48934183
3037,HAS2,0.819257143,6.965701386,2.094874064,0.038586122,0.116740093,-4.489462274
102723704,LOC102723704,0.779552336,5.148412497,2.094595582,0.038611436,0.116795885,-4.490017333
84272,YIPF4,-0.338097568,8.82541354,-2.094524867,0.038617866,0.116795885,-4.490158269
7098,TLR3,-0.704235603,8.840699246,-2.094464596,0.038623347,0.116795885,-4.490278386
26269,FBXO8,-0.47167395,10.1592262,-2.09443636,0.038625915,0.116795885,-4.490334659
57535,ELAPOR1,-1.477894498,11.79810107,-2.094281248,0.038640025,0.116822406,-4.490643771
25904,CNOT10,0.453446932,8.949119674,2.093716607,0.038691427,0.11696165,-4.491768829
6263,RYR3,-0.888493484,5.913703501,-2.093636358,0.038698737,0.116967588,-4.491928704
4035,LRP1,-0.513190729,7.335474965,-2.09340036,0.038720242,0.117016422,-4.492398836
6839,SUV39H1,0.348462488,8.803469798,2.093061336,0.038751153,0.117093665,-4.49307412
26239,LCE2B,-0.951675104,4.258568075,-2.092986261,0.038758001,0.117098186,-4.493223644
90780,PYGO2,0.307918013,9.050073167,2.092795242,0.038775429,0.117134667,-4.493604067
346171,ZFP57,0.702171571,3.871644931,2.092493464,0.038802977,0.117201704,-4.494205009
85460,ZNF518B,0.522035841,9.763001055,2.092181158,0.038831504,0.117271677,-4.494826831
101928102 /// 102723678 /// 102723709,,-0.984834441,8.473544399,-2.091968791,0.038850912,0.117314098,-4.495249619
1285,COL4A3,-1.056718014,7.395252701,-2.09171286,0.038874313,0.117368561,-4.495759084
113146,AHNAK2,1.104099722,8.704250334,2.091399651,0.038902967,0.117428312,-4.49638249
79844 /// 653082,,-1.025142162,8.607390946,-2.091379218,0.038904837,0.117428312,-4.496423156
84108,PCGF6,0.356641914,8.820734405,2.091294694,0.038912573,0.117435463,-4.496591374
84971,ATG4D,-0.45254123,8.932693652,-2.09108484,0.038931786,0.117477243,-4.497008997
822,CAPG,0.852898435,8.316436012,2.090837082,0.03895448,0.117529513,-4.497502002
2564 /// 407009 /// 574412,,-1.03400182,6.916369401,-2.09069555,0.038967449,0.117552432,-4.497783608
388815,MIR99AHG,-0.864876778,8.168128535,-2.090500877,0.038985294,0.117590051,-4.498170919
154872,C7orf77,-0.758996898,5.193343245,-2.090322953,0.039001609,0.117623048,-4.498524878
8820,HESX1,-0.829238909,4.701441041,-2.089780274,0.039051409,0.117742905,-4.499604302
203430,RTL3,0.402499703,6.793050669,2.089772588,0.039052114,0.117742905,-4.49961959
1997,ELF1,0.474567487,10.84517446,2.089712585,0.039057624,0.117743292,-4.499738922
286053,NSMCE2,-0.41283078,9.754547042,-2.089342027,0.039091665,0.117829677,-4.500475819
100170841,EPOP,0.825855728,7.403801689,2.089177362,0.0391068,0.11785906,-4.500803234
100506392,SLC16A1-AS1,-0.594877581,6.817097777,-2.08909935,0.039113972,0.11785926,-4.500958342
5095,PCCA,0.71789619,10.37745762,2.089044112,0.039119051,0.11785926,-4.501068168
55588,MED29,0.407651216,9.440655643,2.089000886,0.039123026,0.11785926,-4.501154109
10251,SPRY3,0.742358606,8.359402097,2.088636915,0.039156509,0.117943891,-4.50187768
29957,SLC25A24,-0.55437707,10.70612978,-2.088005774,0.03921463,0.118102698,-4.503132108
254428,SLC41A1,0.409894106,8.869131492,2.087715781,0.03924136,0.118166935,-4.503708367
3024,H1-1,0.734306201,3.860641191,2.087193362,0.039289552,0.118295776,-4.504746307
60686,C14orf93,-0.377122076,8.478611928,-2.087006372,0.039306815,0.118324161,-4.505117761
26851 /// 780851 /// 780852 /// 780853 /// 780854,,-0.805242262,5.959329561,-2.086911524,0.039315573,0.118324161,-4.505306163
54834,GDAP2,0.293904668,8.250790198,2.086861599,0.039320184,0.118324161,-4.50540533
9592,IER2,-0.515418842,12.69558782,-2.086826617,0.039323415,0.118324161,-4.505474813
284252,KCTD1,-0.48482413,10.46206469,-2.086798423,0.039326019,0.118324161,-4.505530812
643549,,-0.850902596,5.148443971,-2.08593302,0.039406028,0.118548591,-4.50724937
7319,UBE2A,-0.396738885,12.06200794,-2.085737062,0.039424165,0.118573642,-4.507638421
9318,COPS2,-0.411355607,12.53938217,-2.085725942,0.039425194,0.118573642,-4.507660497
5645,PRSS2,0.92948544,7.054722724,2.085559719,0.039440584,0.118603627,-4.507990484
494150,PHBP19,0.692309144,7.266358148,2.085426325,0.039452939,0.118624475,-4.508255282
284106,CISD3,0.345006946,8.765332491,2.084916102,0.039500225,0.118750332,-4.509267973
9734,HDAC9,0.719286255,10.16126432,2.084799534,0.039511035,0.118755547,-4.509499306
4669,NAGLU,-0.383779794,8.00003287,-2.084780342,0.039512815,0.118755547,-4.509537391
4862,NPAS2,0.686128312,8.857908295,2.083985027,0.039586639,0.118961086,-4.511115384
9695,EDEM1,0.345315149,9.262447173,2.083786078,0.039605125,0.119000294,-4.511510034
5316,PKNOX1,-0.356945656,9.351554866,-2.083473494,0.039634185,0.119058564,-4.512130028
201163 /// 201164,,-0.369814817,9.183590391,-2.083460412,0.039635401,0.119058564,-4.512155975
164153,UBL4B,0.494349893,3.972182536,2.083030889,0.039675363,0.119162244,-4.513007769
5605,MAP2K2,0.353841779,9.260079042,2.082763236,0.039700283,0.119220722,-4.513538473
9377,COX5A,0.512408838,12.79307457,2.081807186,0.039789404,0.119471959,-4.515433627
84570,COL25A1,0.752245284,6.131911488,2.081461113,0.039821707,0.119552545,-4.516119441
8801,SUCLG2,-0.594536814,11.05547238,-2.080901756,0.039873966,0.119693013,-4.5172277
287,ANK2,-0.816317814,7.87127418,-2.080624915,0.039899852,0.119754287,-4.517776106
100506757,LINC00629,-0.732243853,5.552868659,-2.080518688,0.039909788,0.119759334,-4.517986519
92973,,-0.801963371,6.360377189,-2.080441197,0.039917038,0.119759334,-4.518140003
283635 /// 101927178,,-0.466699333,11.30192167,-2.080431415,0.039917954,0.119759334,-4.518159379
3157,HMGCS1,0.462856842,10.46635796,2.080098068,0.039949155,0.11983651,-4.518819575
7290,HIRA,0.584671985,8.345198604,2.079455107,0.040009395,0.120000761,-4.520092688
54681,P4HTM,-0.36345738,10.86458592,-2.079122804,0.040040559,0.120077774,-4.520750533
55357,TBC1D2,0.465961344,7.689288486,2.079028245,0.040049431,0.12008792,-4.520937708
1845,DUSP3,-0.338223185,9.497244721,-2.078903685,0.04006112,0.120105154,-4.521184258
64318,NOC3L,-0.362269499,10.80849886,-2.078850024,0.040066157,0.120105154,-4.521290469
92597,MOB1B,0.47303616,11.27631921,2.078357684,0.040112394,0.120221472,-4.522264835
266675,BEST4,-1.253923393,6.700463949,-2.0782695,0.040120681,0.120221472,-4.522439334
29091,STXBP6,-0.896950145,11.54865737,-2.078261383,0.040121444,0.120221472,-4.522455396
684,BST2,1.567818654,9.192596358,2.078092772,0.040137292,0.120252492,-4.522789023
57456,KIAA1143,-0.390381608,11.88015376,-2.077831119,0.040161897,0.120288256,-4.523306701
285855,RPL7L1,0.379097526,12.28697742,2.077810802,0.040163808,0.120288256,-4.523346895
8809,IL18R1,0.77898467,6.753752121,2.077790449,0.040165722,0.120288256,-4.52338716
146722,CD300LF,0.791358907,6.429177954,2.077162966,0.040224785,0.120448652,-4.524628362
117166,WFIKKN1,-0.771064395,5.770235793,-2.076911291,0.040248495,0.120503158,-4.525126094
54829,ASPN,-1.178568504,9.434557304,-2.076850418,0.040254232,0.120503844,-4.525246473
57674,RNF213,0.66152455,10.64869328,2.076728177,0.040265754,0.120521847,-4.525488202
25948,KBTBD2,0.427573666,12.47675252,2.076050276,0.040329703,0.120696744,-4.526828488
79772,MCTP1,0.662847657,7.654021698,2.075810814,0.040352313,0.120747895,-4.527301836
60684,TRAPPC11,-0.370384261,9.348728767,-2.075315448,0.04039912,0.120869153,-4.528280872
23498,HAAO,-0.581343737,7.034523383,-2.075265058,0.040403884,0.120869153,-4.528380449
54861,SNRK,0.341243596,11.22675,2.075056145,0.04042364,0.120911723,-4.528793269
493856,CISD2,0.463297701,11.28708568,2.074541316,0.040472362,0.121040906,-4.529810427
7409,VAV1,0.873554958,6.955213692,2.074401426,0.040485609,0.121063977,-4.530086771
219348,PLAC9,-0.809959891,5.429669295,-2.074287854,0.040496367,0.121069382,-4.530311111
150274,HSCB,-0.381056555,9.386507743,-2.074265513,0.040498483,0.121069382,-4.530355241
6543,SLC8A2,0.68543921,4.737334661,2.073705311,0.040551585,0.1212007,-4.531461643
79086,SMIM7,-0.288701772,11.10346846,-2.073685242,0.040553488,0.1212007,-4.531501275
10780,ZNF234,-0.357842022,8.472674884,-2.073483848,0.040572594,0.12124124,-4.531898959
102724927,LINC02861,-0.959919067,5.245376401,-2.073418408,0.040578804,0.121243238,-4.532028173
25829,TMEM184B,0.377149366,10.44913036,2.072622852,0.040654362,0.121452407,-4.533598729
401397,SMIM30,-0.413743583,10.75817733,-2.072446468,0.04067113,0.121485915,-4.533946866
6403,SELP,-0.515849152,7.329902552,-2.07220119,0.040694458,0.121539003,-4.534430935
23381,SMG5,0.339378117,9.453583803,2.072104843,0.040703624,0.121549789,-4.534621065
59339,PLEKHA2,-0.473633731,11.67412858,-2.072003006,0.040713315,0.121562136,-4.534822021
401431,ATP6V0E2-AS1,-0.76839744,6.217673618,-2.071739198,0.040738428,0.121620522,-4.535342556
196446,MYRFL,0.948588052,4.656877414,2.071655892,0.040746361,0.12162761,-4.535506919
284161,GDPD1,-0.515612414,8.237089297,-2.071197032,0.040790081,0.121741505,-4.536412142
167153,TENT2,-0.348191449,10.84393118,-2.070918049,0.040816682,0.121804284,-4.53696242
64711,HS3ST6,0.987057098,4.382936928,2.070732956,0.040834339,0.121827099,-4.537327468
55756,INTS9,0.320196896,8.573524364,2.07072117,0.040835464,0.121827099,-4.537350711
65065,NBEAL1,0.660006905,7.861952373,2.070199519,0.040885263,0.121959039,-4.538379365
400709,SIGLEC16,0.749635219,4.367132768,2.069693758,0.040933595,0.122086567,-4.539376457
158402,,0.522960485,9.171642136,2.069538098,0.04094848,0.122114317,-4.53968329
3981,LIG4,-0.499420088,8.876953463,-2.069478002,0.040954228,0.122114815,-4.539801744
10309,CCNO,0.7750415,9.018262014,2.069269977,0.040974131,0.122157512,-4.540211755
283989,TSEN54,-0.356848241,9.565508967,-2.069030757,0.040997028,0.122209124,-4.540683201
7412,VCAM1,0.903373408,9.716976896,2.068910154,0.041008576,0.122226895,-4.540920864
93444,,0.540963977,6.688755973,2.068463984,0.041051321,0.122337633,-4.541799981
10468,FST,0.607137812,7.247456901,2.067827558,0.04111236,0.122502851,-4.543053671
4760,NEUROD1,0.69401598,5.333197728,2.067654878,0.041128935,0.12251993,-4.543393769
101929335,ADAMTS9-AS1,-0.80637952,5.194758421,-2.067651171,0.041129291,0.12251993,-4.54340107
121457,IKBIP,-0.399790125,8.324519778,-2.067577259,0.041136387,0.122524388,-4.543546635
196913,LINC01599,0.6610454,6.089514876,2.067314348,0.041161638,0.122551729,-4.54406438
1315,COPB1,-0.283614632,14.33808339,-2.067307093,0.041162335,0.122551729,-4.544078665
49855,SCAPER,-0.321439788,8.444098166,-2.067286892,0.041164276,0.122551729,-4.544118443
83787,ARMC10,0.446933654,10.7580493,2.067248434,0.041167971,0.122551729,-4.544194172
128822,CST9,0.510221662,3.089765856,2.067016012,0.041190308,0.122601542,-4.544651812
10576,CCT2,0.449531787,12.98558804,2.066310547,0.04125817,0.122786828,-4.546040584
8738,CRADD,-0.348729062,8.214914628,-2.066175563,0.041271166,0.122808799,-4.546306262
10486,CAP2,-0.546824069,10.60342607,-2.06549959,0.041336298,0.122985886,-4.547636486
26959,HBP1,-0.331947172,9.831948702,-2.065268979,0.041358539,0.123035327,-4.548090206
4356,MPP3,-0.680322858,7.790951144,-2.065111495,0.041373733,0.123063794,-4.548400024
80790,CMIP,0.404282118,9.165131547,2.064628495,0.041420362,0.123185744,-4.549350093
54660,PCDHB18P,0.669684091,5.932343605,2.064147729,0.04146682,0.123307153,-4.550295565
4694,NDUFA1,0.516727739,12.50148027,2.064063288,0.041474985,0.123314672,-4.550461606
124540,MSI2,0.345795988,11.56059779,2.063941353,0.041486777,0.123332973,-4.550701361
11179,ZNF277,-0.344602944,9.30578155,-2.06359711,0.041520084,0.123408147,-4.551378161
100132273 /// 102723722,,-0.822634814,5.117028933,-2.063563425,0.041523344,0.123408147,-4.551444381
28231,SLCO4A1,1.142250964,6.918782045,2.063386925,0.041540432,0.123442163,-4.551791343
8911,CACNA1I,-0.39318798,7.468616648,-2.063288104,0.041550001,0.123453833,-4.551985595
29944,PNMA3,-0.662380926,7.651398022,-2.06295042,0.041582716,0.12353426,-4.552649306
389906 /// 441528,,0.573807056,6.722187085,2.062611209,0.041615601,0.123615171,-4.553315917
23404,EXOSC2,-0.408430508,9.892310434,-2.062167225,0.041658677,0.123726328,-4.554188276
10410,IFITM3,0.655161243,13.0517332,2.062033065,0.041671701,0.123734136,-4.554451846
100996756,LOC100996756,-0.989188873,6.682319271,-2.062023637,0.041672617,0.123734136,-4.554470368
3219,HOXB9,0.782667649,8.475341522,2.06180876,0.041693484,0.123779299,-4.554892477
9843,HEPH,-0.782112684,8.509092502,-2.06171631,0.041702465,0.123789165,-4.555074077
80005,DOCK5,-1.067829621,11.32073934,-2.061286119,0.041744277,0.12387069,-4.555918999
3613,IMPA2,0.80544831,8.904237389,2.061281474,0.041744729,0.12387069,-4.555928121
5563,PRKAA2,-0.556984365,9.510657824,-2.061259007,0.041746913,0.12387069,-4.555972242
7122,CLDN5,-0.723172022,8.195136028,-2.06098166,0.041773891,0.123933929,-4.556516877
219347,TMEM254-AS1,-0.692630945,6.033460987,-2.060756205,0.041795831,0.123982211,-4.556959559
5128,CDK17,0.331125659,11.54995902,2.060402564,0.041830266,0.124064823,-4.557653847
54575 /// 54576 /// 54577 /// 54578 /// 54579 /// 54600 /// 54657 /// 54658 /// 54659,,0.855668621,6.776457897,2.060353752,0.041835021,0.124064823,-4.557749667
8390,OR1G1,0.710129414,5.148113942,2.059614636,0.041907077,0.124261669,-4.559200355
148268,ZNF570,-0.319968575,8.255197575,-2.059465707,0.041921609,0.124287915,-4.559492603
91862,MARVELD3,0.390934853,9.603267105,2.059299377,0.041937844,0.124319202,-4.559818977
9595,CYTIP,0.689520484,8.643511071,2.058808151,0.041985823,0.124444568,-4.560782721
81490,PTDSS2,-0.359349139,8.438025091,-2.058746886,0.04199181,0.124445456,-4.560902903
9093,DNAJA3,-0.246075824,10.91518562,-2.058667527,0.041999566,0.124451586,-4.561058575
100506585,PTPRN2-AS1,0.679426864,6.134864286,2.058396462,0.042026069,0.124513256,-4.561590257
64857,PLEKHG2,0.454762312,9.397206746,2.058256691,0.042039741,0.124529264,-4.561864387
343071,PRAMEF10,0.86200656,4.540675842,2.058224854,0.042042855,0.124529264,-4.561926825
4738,NEDD8,0.708370007,9.737457682,2.057977883,0.042067023,0.124567297,-4.562411155
6191,RPS4X,-0.292369428,15.48004537,-2.057929618,0.042071747,0.124567297,-4.5625058
2898,GRIK2,-0.779049559,7.323607355,-2.057865153,0.042078058,0.124567297,-4.56263221
23120,ATP10B,0.812133229,7.112810682,2.057786742,0.042085736,0.124567297,-4.562785961
51109,RDH11,0.321466448,12.26281225,2.057764819,0.042087882,0.124567297,-4.562828947
255426,RASGEF1C,-0.658761737,4.091644792,-2.05764374,0.04209974,0.124567297,-4.56306635
1389,CREBL2,-0.420506857,11.12634811,-2.057632883,0.042100804,0.124567297,-4.563087638
57556,SEMA6A,-0.878865488,9.281853623,-2.057628415,0.042101241,0.124567297,-4.563096399
4062,LY6H,-0.762242729,5.231390309,-2.057490906,0.042114712,0.124585315,-4.563365999
3601,IL15RA,-0.659358439,8.023038486,-2.057436272,0.042120065,0.124585315,-4.563473109
55958,KLHL9,-0.301747984,10.98887492,-2.057378776,0.042125699,0.124585315,-4.563585829
10869,USP19,-0.218803395,10.17714769,-2.057297986,0.042133617,0.124585315,-4.56374421
