ID,Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B
64376,IKZF5,-1.732540294,8.891333067,-12.47928361,1.80E-22,3.94E-18,40.24741005
7200,TRH,-4.97986944,5.818126832,-11.03783915,2.85E-19,2.13E-15,33.15332094
5926,ARID4A,-1.740276652,8.933037162,-11.03367988,2.91E-19,2.13E-15,33.13264799
114928 /// 100528062,,-2.345192944,9.952225233,-10.05942288,4.47E-17,2.45E-13,28.27245181
3099,HK2,3.171556866,11.19177861,9.93721151,8.42E-17,3.68E-13,27.66139792
56948,SDR39U1,-1.318511179,10.74788285,-9.839958571,1.39E-16,5.08E-13,27.17512521
493753,COA5,-1.055543605,10.9251055,-9.806076823,1.66E-16,5.18E-13,27.00572167
5178,PEG3,-4.375261602,8.793262333,-9.778063706,1.92E-16,5.24E-13,26.86566605
60680,CELF5,-2.877763086,7.408785299,-9.67293307,3.30E-16,8.03E-13,26.34011788
84848 /// 494336 /// 574506,,-4.061693421,6.581982298,-9.636522145,3.98E-16,8.58E-13,26.15813283
3308,HSPA4,1.350675339,11.87328324,9.621096397,4.32E-16,8.58E-13,26.08103993
3953 /// 54741,,-3.082887655,9.438115305,-9.599976425,4.81E-16,8.78E-13,25.97549584
54065,SMIM11A,-1.435424634,8.502133545,-9.50729295,7.77E-16,1.31E-12,25.51242804
79804,HAND2-AS1,-4.306839858,6.934150704,-9.464351969,9.70E-16,1.52E-12,25.29795212
23584,VSIG2,-3.404074682,7.053884303,-9.414627229,1.25E-15,1.73E-12,25.04965525
3838,KPNA2,1.505332462,13.02515603,9.402593351,1.33E-15,1.73E-12,24.98957571
5648,MASP1,-2.189811628,7.043186988,-9.400831189,1.35E-15,1.73E-12,24.98077842
100505851,LOC100505851,-2.652620898,6.592336744,-9.306255027,2.19E-15,2.67E-12,24.50877145
121601,ANO4,-2.652574069,6.653667735,-9.263499698,2.73E-15,3.11E-12,24.29549386
84920 /// 144245,,-1.438228759,9.017141165,-9.25619481,2.84E-15,3.11E-12,24.25906173
84900,RNFT2,2.160946235,8.292521318,9.145369455,5.03E-15,5.24E-12,23.70661032
57575,PCDH10,-3.785763684,5.82690088,-9.115640648,5.86E-15,5.83E-12,23.55851023
10460,TACC3,2.698635425,8.323252005,9.096495512,6.46E-15,6.15E-12,23.46315767
3418,IDH2,2.386494727,10.41933869,9.047480486,8.32E-15,7.58E-12,23.21912297
100507098,ADAMTS9-AS2,-3.027827393,7.416613401,-9.026364295,9.27E-15,8.12E-12,23.1140295
403340,MGC70870,-2.21597854,9.641844921,-9.014134234,9.88E-15,8.31E-12,23.05317273
1072,CFL1,1.396051249,15.44945347,9.003946536,1.04E-14,8.43E-12,23.00248514
54629,MINDY2,-1.544438858,9.434138923,-8.93943285,1.45E-14,1.13E-11,22.68164505
219749,ZNF25,-1.449889326,9.114652168,-8.921336962,1.59E-14,1.20E-11,22.59169529
29915,HCFC2,-1.338871178,9.012763704,-8.888644749,1.88E-14,1.37E-11,22.42924327
254042,METAP1D,-1.98845246,9.060718973,-8.769479817,3.47E-14,2.45E-11,21.83770116
340544,MORF4L2-AS1,-1.879074905,7.618880097,-8.757197108,3.70E-14,2.53E-11,21.77678616
122773,KLHDC1,-2.414807111,9.297895428,-8.745518133,3.92E-14,2.60E-11,21.71887571
1843,DUSP1,-3.106816701,12.48209499,-8.724332176,4.37E-14,2.81E-11,21.61385092
137872,ADHFE1,-2.724286133,8.228918637,-8.711276817,4.68E-14,2.92E-11,21.54914891
83464,APH1B,-1.550784098,8.204393167,-8.674205161,5.65E-14,3.44E-11,21.36549549
148898,ZNF436-AS1,-1.873692943,9.555825417,-8.652846045,6.31E-14,3.73E-11,21.25973213
55425,GPALPP1,-1.20720608,9.531406504,-8.559604357,1.02E-13,5.85E-11,20.79847788
100271722,LINC00899,-2.729545453,7.172254754,-8.470192262,1.60E-13,9.00E-11,20.35689564
6530,SLC6A2,-4.416090595,7.656996668,-8.453285322,1.75E-13,9.56E-11,20.27348154
90507,SCRN2,-1.594647458,9.410240395,-8.424182529,2.03E-13,1.08E-10,20.12996203
9833,MELK,3.466829519,11.43553841,8.415009509,2.12E-13,1.09E-10,20.084743
2949,GSTM5,-1.908699528,8.378920596,-8.412703615,2.15E-13,1.09E-10,20.07337727
54443,ANLN,3.17350071,9.7236681,8.370085493,2.67E-13,1.33E-10,19.86341035
275,AMT,-1.944272359,10.12353254,-8.353684516,2.90E-13,1.41E-10,19.78265765
7153,TOP2A,3.237802828,11.15468574,8.32767186,3.31E-13,1.57E-10,19.65463873
7275,TUB,-2.339798894,7.460261122,-8.324111722,3.37E-13,1.57E-10,19.63712347
83541,FAM110A,1.845625207,8.093377238,8.29702777,3.87E-13,1.77E-10,19.50392017
63947 /// 728656,,-2.240929831,7.116730463,-8.289041739,4.03E-13,1.80E-10,19.46465891
374986,MIGA1,-1.649261569,9.282126539,-8.28320079,4.15E-13,1.82E-10,19.43594787
90864,SPSB3,-1.44784809,11.91945673,-8.277367594,4.28E-13,1.84E-10,19.40727872
51185,CRBN,-1.053510792,11.73141972,-8.271221374,4.41E-13,1.86E-10,19.37707523
991,CDC20,2.454510958,9.444195421,8.260466509,4.66E-13,1.92E-10,19.32423436
1801 /// 124641,,-1.189521388,9.109541462,-8.239645011,5.18E-13,2.10E-10,19.22197131
7106,TSPAN4,-1.370578072,8.872530792,-8.231525105,5.40E-13,2.11E-10,19.18210453
6926,TBX3,-2.168129219,8.920791716,-8.229719129,5.45E-13,2.11E-10,19.17323866
8869,ST3GAL5,-2.559534169,9.747527976,-8.227782432,5.50E-13,2.11E-10,19.16373148
10097,ACTR2,1.619804768,12.50685221,8.201568129,6.29E-13,2.37E-10,19.03508927
10096,ACTR3,0.978976993,14.49942894,8.192116638,6.60E-13,2.45E-10,18.98872752
22974,TPX2,2.96570603,8.855275538,8.167671606,7.47E-13,2.72E-10,18.8688684
340351,AGBL3,-1.934253979,8.046881541,-8.150038424,8.16E-13,2.93E-10,18.78245401
387923,SERP2,-2.335044435,7.530703264,-8.14361291,8.43E-13,2.98E-10,18.75097413
10003,NAALAD2,-2.246599777,6.361014242,-8.122183267,9.40E-13,3.23E-10,18.64602286
84749,USP30,-1.021441971,9.054494823,-8.121479902,9.43E-13,3.23E-10,18.64257911
283596 /// 677768,,-1.875702015,8.252256203,-8.09348444,1.09E-12,3.66E-10,18.50556083
27443,CECR2,-3.927605707,8.648694279,-8.082078346,1.15E-12,3.82E-10,18.44976444
56339,METTL3,-1.366010543,12.51542429,-8.067761274,1.24E-12,4.03E-10,18.37975175
6431,SRSF6,-1.386747786,12.89073701,-8.065377306,1.25E-12,4.03E-10,18.36809635
59277,NTN4,-2.483031755,9.739378871,-8.039467845,1.43E-12,4.53E-10,18.24147084
4751,NEK2,2.872790008,9.406338775,7.986769229,1.86E-12,5.82E-10,17.98419553
100131755,ARMCX4,-2.075270402,7.071374215,-7.982335388,1.91E-12,5.87E-10,17.96256658
55900,ZNF302,-1.977613573,10.00030365,-7.963794884,2.09E-12,6.36E-10,17.87215247
993,CDC25A,2.322576064,8.486340688,7.937308845,2.39E-12,7.17E-10,17.74307419
2354,FOSB,-4.821723112,8.411232416,-7.916478211,2.66E-12,7.76E-10,17.64162662
4616,GADD45B,-2.440579515,10.74645006,-7.916064992,2.66E-12,7.76E-10,17.63961483
9645,MICAL2,2.825010268,11.67281661,7.892074181,3.00E-12,8.62E-10,17.52285513
7220,TRPC1,-2.687565431,8.594453992,-7.890019202,3.03E-12,8.62E-10,17.51285771
83468,GLT8D2,-2.603481977,8.476465054,-7.885351666,3.11E-12,8.71E-10,17.49015257
23492,CBX7,-1.877232517,8.307905543,-7.88168813,3.16E-12,8.76E-10,17.47233359
9474,ATG5,-1.174221601,10.4376526,-7.858401991,3.56E-12,9.73E-10,17.35911872
79581,SLC52A2,1.447355475,10.38799429,7.850194211,3.71E-12,1.00E-09,17.31923239
80331,DNAJC5,1.028856911,10.05979229,7.835407664,3.99E-12,1.07E-09,17.2474014
101928963,HNRNPD-DT,-1.688287661,7.460202412,-7.831199195,4.08E-12,1.07E-09,17.22696323
91300,R3HDM4,1.191468337,11.75652233,7.829686203,4.11E-12,1.07E-09,17.21961613
2648,KAT2A,-1.875131691,9.595581777,-7.827691444,4.15E-12,1.07E-09,17.20993009
116039,OSR2,-3.004438623,9.400349983,-7.815341605,4.42E-12,1.12E-09,17.14997585
3491,CCN1,-2.38957484,12.04988509,-7.813947993,4.45E-12,1.12E-09,17.14321179
51091,SEPSECS,-1.22400352,8.856193088,-7.810644738,4.52E-12,1.12E-09,17.12718024
3164,NR4A1,-2.572856886,9.217761807,-7.797305946,4.83E-12,1.19E-09,17.0624606
286205,SCAI,-1.377808675,9.899637324,-7.7940703,4.91E-12,1.19E-09,17.0467654
126147,NTN5,-2.223154675,6.961034855,-7.790894782,4.99E-12,1.20E-09,17.03136343
755,CFAP410,-1.860268471,8.726671579,-7.788333924,5.06E-12,1.20E-09,17.01894384
4089,SMAD4,-1.376744825,10.97198309,-7.783451438,5.18E-12,1.22E-09,16.99526766
51276,ZNF571,-1.375312843,8.453096044,-7.776895752,5.35E-12,1.25E-09,16.96348361
406893 /// 100500854,,-3.111143334,7.203883617,-7.77425244,5.43E-12,1.25E-09,16.95066989
84171,LOXL4,-1.920900541,8.121369597,-7.76212064,5.77E-12,1.31E-09,16.89187374
653483,AFDN-DT,-2.042156404,9.213196608,-7.75734917,5.91E-12,1.33E-09,16.86875537
286148,DPY19L4,-1.267320271,10.67150355,-7.752770512,6.04E-12,1.35E-09,16.84657457
1844,DUSP2,-2.959383833,9.124609566,-7.745849641,6.26E-12,1.38E-09,16.81305346
8425,LTBP4,-2.580928146,7.892487523,-7.735403419,6.59E-12,1.44E-09,16.76247176
9787,DLGAP5,3.127757011,9.082427441,7.693761989,8.12E-12,1.76E-09,16.56101358
729614,FLJ37453,-1.644723863,9.808664098,-7.66677396,9.29E-12,1.99E-09,16.43059833
1856,DVL2,-0.950541181,10.2629831,-7.664656461,9.39E-12,1.99E-09,16.42037095
2810,SFN,2.096079365,15.24661587,7.651063604,1.00E-11,2.11E-09,16.35473611
56849,TCEAL7,-3.773042973,7.14510735,-7.631991634,1.11E-11,2.30E-09,16.26269687
10690,FUT9,-3.67234331,6.287618609,-7.630702807,1.11E-11,2.30E-09,16.25647934
64224,HERPUD2,-0.874528273,10.72148745,-7.591835321,1.35E-11,2.76E-09,16.06910889
283507,SUGT1P3,-2.650720614,7.271121121,-7.5840522,1.40E-11,2.84E-09,16.03161965
57103,TIGAR,1.743683841,9.197682499,7.580579856,1.43E-11,2.87E-09,16.01489767
1063,CENPF,2.24411029,10.43128844,7.575531671,1.46E-11,2.91E-09,15.99059057
65125,WNK1,1.309094978,10.62378942,7.565312925,1.54E-11,3.04E-09,15.94140076
8504,PEX3,-1.338815462,10.07711772,-7.562126113,1.57E-11,3.06E-09,15.9260642
55165,CEP55,3.319321486,9.824135838,7.554421644,1.63E-11,3.15E-09,15.88899376
2621,GAS6,-2.517585056,10.09290779,-7.55093808,1.66E-11,3.18E-09,15.87223586
84289,ING5,-1.614714082,10.17639975,-7.53942234,1.75E-11,3.34E-09,15.81685398
2353,FOS,-3.934203712,9.824183535,-7.535299414,1.79E-11,3.38E-09,15.7970316
54700 /// 653390 /// 730092,,-2.23477878,8.217490582,-7.50576272,2.07E-11,3.87E-09,15.65511299
8460,TPST1,-1.372753185,8.987584351,-7.50452646,2.09E-11,3.87E-09,15.64917641
6241,RRM2,3.400570659,11.98806422,7.499610808,2.14E-11,3.93E-09,15.62557396
100996419,LOC100996419,-1.803658535,7.918349861,-7.497080952,2.16E-11,3.95E-09,15.61342861
26049,FAM169A,-2.56764001,10.04454485,-7.491158832,2.23E-11,4.03E-09,15.58500219
10403,NDC80,2.523651024,9.695287771,7.488895029,2.25E-11,4.04E-09,15.57413753
57763,ANKRA2,-1.145001992,10.93901215,-7.479593341,2.36E-11,4.20E-09,15.52950587
157313,CDCA2,2.234673854,8.47053379,7.47512945,2.41E-11,4.26E-09,15.50809272
90634,N4BP2L1,-2.086267108,9.88227884,-7.459717371,2.60E-11,4.55E-09,15.43418977
31,ACACA,1.217967976,10.50055322,7.458694644,2.62E-11,4.55E-09,15.42928722
389114,ZNF662,-3.144451896,7.310705344,-7.455265507,2.66E-11,4.56E-09,15.4128507
9737,GPRASP1,-1.939006107,8.926124254,-7.454782522,2.67E-11,4.56E-09,15.41053584
10112,KIF20A,2.399676801,9.341220933,7.442388494,2.84E-11,4.80E-09,15.35114828
6777,STAT5B,-1.107764019,9.806411585,-7.439753084,2.88E-11,4.80E-09,15.33852409
79901,CYBRD1,-2.534671126,9.865920789,-7.43843995,2.89E-11,4.80E-09,15.33223438
147372,CCBE1,-2.616136414,6.724828088,-7.437199773,2.91E-11,4.80E-09,15.32629442
9232,PTTG1,2.047902734,10.67630337,7.435810496,2.93E-11,4.80E-09,15.31964067
84530,SRRM4,-2.465687858,6.055393733,-7.435277634,2.94E-11,4.80E-09,15.3170887
84848 /// 494336,,-2.23384387,8.323757003,-7.414612398,3.26E-11,5.28E-09,15.21816057
4860,PNP,1.878528929,9.826483041,7.405998735,3.40E-11,5.43E-09,15.1769494
2305,FOXM1,2.857579038,8.449871841,7.404820801,3.42E-11,5.43E-09,15.1713148
51175,TUBE1,-1.443379694,9.856484778,-7.404615286,3.42E-11,5.43E-09,15.17033175
645212,EIF3J-DT,-1.815814704,8.538874636,-7.397745473,3.54E-11,5.57E-09,15.13747585
4090,SMAD5,-1.11365829,11.58392484,-7.388335915,3.71E-11,5.80E-09,15.09248795
51155,JPT1,1.5494833,10.23697412,7.385567484,3.76E-11,5.84E-09,15.07925509
554282 /// 653820 /// 728833 /// 729533,,2.552648431,9.32256748,7.360512705,4.26E-11,6.56E-09,14.9595631
1058 /// 54978,,2.716827083,9.145697335,7.358476928,4.30E-11,6.58E-09,14.94984314
11065,UBE2C,1.993225605,10.33511842,7.333037624,4.88E-11,7.41E-09,14.82845019
122525,C14orf28,-1.290926559,9.278472115,-7.321401924,5.16E-11,7.79E-09,14.77296892
386758,ZNF582-DT,-2.457203258,6.631080834,-7.308437786,5.50E-11,8.25E-09,14.71118527
23588,KLHDC2,-1.204674519,11.6083991,-7.300453723,5.73E-11,8.52E-09,14.67315215
56992,KIF15,2.739618242,9.396304322,7.283781725,6.22E-11,9.19E-09,14.59377446
54851,ANKRD49,-1.094802766,10.70480836,-7.274472506,6.51E-11,9.56E-09,14.54947658
57531,HACE1,-1.190464147,9.959735858,-7.270193312,6.65E-11,9.68E-09,14.52911999
100270804,LINC00653,-1.948363901,7.02232004,-7.268158537,6.71E-11,9.68E-09,14.51944167
25802,LMOD1,-2.884520847,6.572609153,-7.267829248,6.72E-11,9.68E-09,14.5178755
10351,ABCA8,-3.394489859,8.274497658,-7.266400378,6.77E-11,9.68E-09,14.51107974
8526,DGKE,-1.825776474,9.066978234,-7.263940705,6.85E-11,9.74E-09,14.49938242
283383,ADGRD1,-3.845760893,6.263608224,-7.257446551,7.08E-11,9.99E-09,14.46850456
259266,ASPM,2.535572062,9.137269735,7.250073642,7.34E-11,1.03E-08,14.43345901
163255,ZNF540,-2.103624766,6.909879592,-7.246421637,7.47E-11,1.04E-08,14.41610416
6387,CXCL12,-2.726222996,8.754494504,-7.236127777,7.86E-11,1.09E-08,14.36720114
26255,PTTG3P,2.185076538,6.942035827,7.232037429,8.02E-11,1.10E-08,14.34777527
100131434,LINC00893,-2.71705371,7.227036875,-7.230944127,8.06E-11,1.10E-08,14.34258355
7416,VDAC1,2.312015003,10.98270994,7.218637192,8.56E-11,1.16E-08,14.2841594
7596,ZNF45,-1.156848779,10.32366578,-7.214791885,8.73E-11,1.18E-08,14.26591127
57569,ARHGAP20,-2.397265144,6.405136432,-7.201577344,9.31E-11,1.25E-08,14.20322469
1386,ATF2,-1.108383629,10.82043548,-7.181011358,1.03E-10,1.37E-08,14.10573839
23768 /// 100506718,,-2.821083144,8.792080454,-7.175591842,1.06E-10,1.40E-08,14.08006401
221150,SKA3,1.658401077,8.774379728,7.172528175,1.07E-10,1.42E-08,14.065553
7561,ZNF14,-0.920906698,9.832263974,-7.163697085,1.12E-10,1.47E-08,14.02373599
9068,ANGPTL1,-4.045737136,6.580266056,-7.160639144,1.14E-10,1.48E-08,14.00925995
388969,C2orf68,-1.102330393,9.41094384,-7.156064525,1.16E-10,1.51E-08,13.98760784
339290,LINC00667,-1.888679151,7.76336149,-7.153505545,1.18E-10,1.52E-08,13.97549793
6430,SRSF5,-0.980990098,13.5228765,-7.145741803,1.22E-10,1.57E-08,13.93876612
5296 /// 10437,,2.325161493,10.62668134,7.141685271,1.25E-10,1.59E-08,13.91957908
257218,SHPRH,-1.349748739,9.927084161,-7.13902747,1.27E-10,1.60E-08,13.90700986
27161,AGO2,1.430033511,8.054953719,7.120153124,1.39E-10,1.75E-08,13.81779424
1842,ECM2,-2.657081426,8.862258343,-7.116182411,1.42E-10,1.77E-08,13.79903538
220965,FAM13C,-2.650425549,9.377790784,-7.099472431,1.54E-10,1.91E-08,13.72013061
7264,GFUS,1.153673243,10.82134671,7.094983195,1.57E-10,1.94E-08,13.69894296
256471,MFSD8,-1.190523393,9.531830004,-7.087271812,1.63E-10,2.00E-08,13.66255838
58527,ABRACL,2.046446396,11.3417114,7.058639011,1.87E-10,2.29E-08,13.52757738
132160,PPM1M,-1.673037723,7.750435698,-7.052372191,1.93E-10,2.35E-08,13.49805904
4969,OGN,-4.787552625,6.665996859,-7.050547901,1.95E-10,2.36E-08,13.48946784
7146 /// 7148,,-2.111680426,7.684418248,-7.046725557,1.99E-10,2.39E-08,13.4714696
79007,DBNDD1,2.052535351,7.251941568,7.043049912,2.02E-10,2.42E-08,13.45416526
23527,ACAP2,-1.293788331,10.81438244,-7.039074899,2.06E-10,2.45E-08,13.43545502
83941,TM2D1,-1.104578627,11.8947943,-7.02557867,2.20E-10,2.59E-08,13.37195586
9439,MED23,-0.970105803,10.70837254,-7.025462263,2.20E-10,2.59E-08,13.37140836
23414,ZFPM2,-3.793507583,5.962077475,-6.995492379,2.55E-10,2.98E-08,13.23055283
4065 /// 9936 /// 100526664,,-1.960472088,8.693561676,-6.985267453,2.68E-10,3.12E-08,13.18254461
1106,CHD2,-1.230384964,11.37063285,-6.983666862,2.70E-10,3.13E-08,13.17503171
2023,ENO1,2.264671575,12.8384181,6.977853584,2.78E-10,3.19E-08,13.14775026
7403,KDM6A,-1.051936132,10.02435209,-6.977154725,2.79E-10,3.19E-08,13.14447108
148229,ATP8B3,-2.581875247,7.509440568,-6.972292212,2.85E-10,3.25E-08,13.12165846
220988,HNRNPA3,-1.042699563,13.23181197,-6.967867556,2.92E-10,3.31E-08,13.10090491
101060391,SNTG2-AS1,-3.888139012,5.096024786,-6.953011092,3.13E-10,3.54E-08,13.03125566
282890,ZNF311,-2.711181219,6.601063087,-6.929602841,3.51E-10,3.93E-08,12.92162137
1490,CCN2,-2.586772698,9.473253876,-6.929351267,3.52E-10,3.93E-08,12.92044382
26149,ZNF658,-1.328879259,7.690625971,-6.922244163,3.64E-10,4.04E-08,12.88718368
11107,PRDM5,-2.061167915,7.283146607,-6.893752827,4.18E-10,4.62E-08,12.75397175
377,ARF3,1.396011865,12.37875374,6.891051517,4.23E-10,4.65E-08,12.74135199
3590,IL11RA,-1.376644439,7.637943193,-6.889743339,4.26E-10,4.66E-08,12.73524119
9703,KIAA0100,0.912545972,10.04513095,6.871379863,4.66E-10,5.01E-08,12.64950571
150094,SIK1,-2.227883002,10.0638857,-6.870290389,4.68E-10,5.01E-08,12.64442179
114795,TMEM132B,-1.878369401,6.923951374,-6.87010475,4.68E-10,5.01E-08,12.64355555
11201,POLI,-1.376703904,10.01762688,-6.868631294,4.72E-10,5.01E-08,12.63668034
3398 /// 84099,,-2.420783972,11.84305295,-6.868273318,4.73E-10,5.01E-08,12.63501009
55785,FGD6,1.610375446,8.026789594,6.867893252,4.74E-10,5.01E-08,12.63323681
8880,FUBP1,-1.35581051,11.54024333,-6.867736933,4.74E-10,5.01E-08,12.63250748
64151,NCAPG,2.487818861,9.147570156,6.858550982,4.95E-10,5.18E-08,12.58965965
221895,JAZF1,-1.753253837,9.377181495,-6.857320795,4.98E-10,5.18E-08,12.58392304
2923,PDIA3,1.633662253,13.31641922,6.857052325,4.99E-10,5.18E-08,12.58267116
25957,PNISR,-1.351734251,13.08952787,-6.856695484,5.00E-10,5.18E-08,12.58100724
8438,RAD54L,2.123617593,8.400233759,6.85220316,5.11E-10,5.27E-08,12.56006253
23213,SULF1,2.453668838,10.54622137,6.85127341,5.13E-10,5.27E-08,12.55572835
2966 /// 653238,,-1.561636018,9.689742912,-6.846715443,5.25E-10,5.36E-08,12.53448381
4288,MKI67,2.034933837,8.90502039,6.844507582,5.30E-10,5.40E-08,12.5241949
150465,TTL,1.223297068,9.613142607,6.842391402,5.36E-10,5.43E-08,12.51433439
23769,FLRT1,-2.180622648,6.999885005,-6.825515362,5.81E-10,5.86E-08,12.43573936
9928,KIF14,2.217079865,8.956430976,6.823741335,5.86E-10,5.88E-08,12.42748153
8634,RTCA,1.005133074,11.17501287,6.817805518,6.03E-10,6.03E-08,12.39985701
207,AKT1,1.298955322,9.775959608,6.816658337,6.06E-10,6.03E-08,12.39451921
728568,C12orf73,-0.920077575,10.25224626,-6.813420336,6.16E-10,6.10E-08,12.37945468
101927391,MIOS-DT,-2.329606472,8.484761353,-6.811980387,6.20E-10,6.11E-08,12.37275629
54619,CCNJ,1.256396661,9.862021896,6.807815591,6.33E-10,6.21E-08,12.35338536
54934,KANSL2,-0.966326268,10.39596857,-6.805874752,6.39E-10,6.24E-08,12.3443598
26013,L3MBTL1,-1.531894334,8.430786422,-6.803985957,6.45E-10,6.27E-08,12.3355772
7262,PHLDA2,2.918001983,10.4532062,6.795923464,6.70E-10,6.47E-08,12.29809808
6272,SORT1,1.639744534,11.09753667,6.795463917,6.72E-10,6.47E-08,12.29596234
79667,KLF3-AS1,-2.98415731,8.732827921,-6.791157038,6.86E-10,6.58E-08,12.27594881
9491,PSMF1,-1.248472943,10.62297734,-6.769719791,7.60E-10,7.26E-08,12.17640349
2965,GTF2H1,-0.760912677,11.58729005,-6.761397061,7.91E-10,7.53E-08,12.13778832
29899,GPSM2,1.718655006,9.855813368,6.750300722,8.35E-10,7.91E-08,12.08633238
699,BUB1,2.169035203,8.559139265,6.749273015,8.39E-10,7.91E-08,12.08156832
7533,YWHAH,1.285292326,8.371564964,6.741726531,8.70E-10,8.17E-08,12.04659414
100506469,TMEM147-AS1,-1.252297843,9.905185411,-6.736763793,8.91E-10,8.33E-08,12.02360246
11340,EXOSC8,-1.061638848,11.02817358,-6.733719147,9.04E-10,8.42E-08,12.00950024
7170,TPM3,0.96295796,13.27263749,6.732097742,9.11E-10,8.45E-08,12.00199119
57120,GOPC,-0.903241623,11.16621365,-6.730513802,9.18E-10,8.47E-08,11.99465632
730092,RRN3P1,-2.031728974,9.464580464,-6.713245261,9.97E-10,9.17E-08,11.91473253
84142,ABRAXAS1,-1.410303824,7.849521964,-6.706927604,1.03E-09,9.41E-08,11.88551232
5986,RFNG,-1.303642874,8.51048935,-6.702157166,1.05E-09,9.57E-08,11.86345528
84460,ZMAT1,-2.806663503,9.815462596,-6.701754351,1.05E-09,9.57E-08,11.86159307
64427,TTC31,-0.976746651,9.845023556,-6.697664273,1.07E-09,9.72E-08,11.84268708
162972,ZNF550,-1.11500629,10.15482537,-6.696324767,1.08E-09,9.74E-08,11.83649631
253769,WDR27,-2.049870683,10.14938444,-6.691478221,1.11E-09,9.93E-08,11.81410114
6319,SCD,2.17929501,11.32785207,6.690291132,1.11E-09,9.94E-08,11.80861674
1871,E2F3,1.589534712,11.78482045,6.6839954,1.15E-09,1.02E-07,11.77953648
10808,HSPH1,1.229827957,12.21557876,6.664169782,1.26E-09,1.12E-07,11.68803079
57481,KIAA1210,-3.431982512,6.257172555,-6.663062751,1.27E-09,1.12E-07,11.68292439
202781,PAXIP1-DT,-1.247110532,10.11328986,-6.661771048,1.28E-09,1.12E-07,11.67696657
5701,PSMC2,1.056276424,13.20741007,6.656601005,1.31E-09,1.14E-07,11.65312491
9768,PCLAF,2.169471681,12.59355953,6.649879848,1.35E-09,1.18E-07,11.62214116
51092,SIDT2,-1.234009171,12.17390596,-6.647330697,1.37E-09,1.19E-07,11.61039309
7083,TK1,1.461207383,8.954186987,6.639197734,1.42E-09,1.23E-07,11.57292319
116412,ZNF837,-2.654022304,6.143444756,-6.639057661,1.42E-09,1.23E-07,11.57227801
55022,PID1,-2.525280921,6.543761323,-6.63687301,1.44E-09,1.23E-07,11.56221614
6424,SFRP4,-3.887391259,9.023705245,-6.631834461,1.47E-09,1.26E-07,11.539015
90410,IFT20,-0.912724182,11.37004657,-6.624674022,1.52E-09,1.30E-07,11.50605515
80863 /// 100507547,,-1.434872065,8.114350078,-6.619875485,1.56E-09,1.32E-07,11.48397514
100272217,LOC100272217,-1.862144025,8.165358721,-6.61420049,1.60E-09,1.35E-07,11.4578704
27241,BBS9,-1.035288645,8.700167072,-6.611947767,1.62E-09,1.36E-07,11.44751043
55761,TTC17,-1.124409367,11.9840724,-6.610541046,1.63E-09,1.37E-07,11.44104183
26984,SEC22A,-0.901262042,9.102565777,-6.60979199,1.64E-09,1.37E-07,11.43759762
50615,IL21R,2.148516573,6.939366001,6.609067816,1.64E-09,1.37E-07,11.43426797
50861,STMN3,-2.093072836,8.376839808,-6.60499969,1.67E-09,1.39E-07,11.41556603
55074,OXR1,-1.365287397,11.06221307,-6.599460998,1.72E-09,1.42E-07,11.390111
2592,GALT,-1.184076754,9.211036512,-6.599052402,1.72E-09,1.42E-07,11.38823349
57088,PLSCR4,-2.037438986,9.26244733,-6.595388256,1.75E-09,1.44E-07,11.37139871
352954,CASTOR3,-1.484434311,8.896875033,-6.593601731,1.77E-09,1.44E-07,11.36319195
143684,FAM76B,-1.018661274,10.81521328,-6.579089491,1.89E-09,1.54E-07,11.29656009
203429 /// 653687,,-2.945395448,6.824135288,-6.576839276,1.91E-09,1.55E-07,11.28623367
25759,SHC2,-1.877858076,8.304898002,-6.572089689,1.96E-09,1.58E-07,11.26444212
100169890,PEG3-AS1,-3.218188869,6.053038851,-6.570545128,1.97E-09,1.59E-07,11.2573569
842,CASP9,-1.147896864,10.41474545,-6.567166619,2.00E-09,1.61E-07,11.24186132
57798,GATAD1,-0.903097603,9.931990868,-6.563180949,2.04E-09,1.63E-07,11.22358513
4093,SMAD9,-2.873712106,10.31346906,-6.562526986,2.05E-09,1.63E-07,11.22058683
130367,SGPP2,1.958850166,9.757463196,6.557245892,2.10E-09,1.67E-07,11.19637838
6382,SDC1,1.908351729,9.754572925,6.556539991,2.11E-09,1.67E-07,11.19314314
286097,MICU3,-3.340660584,8.611521961,-6.554101518,2.13E-09,1.67E-07,11.18196838
6991,DYNLT2,-1.116243471,8.620225193,-6.55379584,2.14E-09,1.67E-07,11.18056767
112479,ERI2,-0.976811016,10.88439778,-6.553444335,2.14E-09,1.67E-07,11.178957
9073,CLDN8,-3.240950408,5.95873305,-6.550351381,2.17E-09,1.69E-07,11.16478595
6096,RORB,-3.478629731,8.787825599,-6.545966153,2.22E-09,1.72E-07,11.14469873
11082,ESM1,2.25784109,7.485200347,6.542982111,2.25E-09,1.74E-07,11.13103298
1036,CDO1,-1.840046814,7.522022174,-6.539377173,2.29E-09,1.76E-07,11.11452716
8522,GAS7,-1.922229454,9.652002977,-6.537044138,2.31E-09,1.78E-07,11.10384694
79801,SHCBP1,2.218893708,8.262902597,6.535616631,2.33E-09,1.78E-07,11.09731283
100506713,ALOX12-AS1,-1.326321033,9.07817714,-6.52963143,2.40E-09,1.82E-07,11.06992319
